guests,nights,meal_plan,room_type,lead_time,year,month,market,room_price,status
2,3,Meal Plan 1,Room_Type 1,12,2017,8,Corporate,65.0,Not Canceled
3,4,Meal Plan 1,Room_Type 1,122,2018,12,Online,113.78,Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,1,Corporate,65.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,15,2018,1,Corporate,80.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,86,2018,6,Online,126.9,Not Canceled
1,6,Meal Plan 1,Room_Type 1,46,2018,11,Online,124.71,Not Canceled
1,2,Meal Plan 1,Room_Type 1,19,2018,6,Corporate,90.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2017,9,Offline,91.2,Not Canceled
2,3,Meal Plan 1,Room_Type 1,173,2018,7,Offline,72.25,Not Canceled
2,4,Not Selected,Room_Type 1,60,2018,12,Online,74.8,Canceled
3,3,Meal Plan 2,Room_Type 1,87,2018,2,Offline,117.79,Not Canceled
1,1,Meal Plan 1,Room_Type 1,16,2018,3,Corporate,75.0,Not Canceled
3,5,Meal Plan 1,Room_Type 4,77,2018,6,Online,153.18,Not Canceled
3,3,Meal Plan 1,Room_Type 4,141,2018,10,Online,132.6,Not Canceled
1,3,Meal Plan 1,Room_Type 1,16,2018,10,Corporate,95.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,146,2018,4,Offline,95.0,Canceled
2,2,Meal Plan 2,Room_Type 1,0,2017,8,Offline,109.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,115,2018,6,Online,116.1,Not Canceled
3,2,Meal Plan 1,Room_Type 4,204,2018,9,Online,168.3,Canceled
2,3,Meal Plan 1,Room_Type 1,19,2017,10,Offline,90.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,130,2018,5,Online,71.6,Not Canceled
2,7,Not Selected,Room_Type 1,142,2018,8,Online,68.8,Not Canceled
2,2,Meal Plan 1,Room_Type 2,179,2018,8,Online,103.69,Canceled
2,2,Meal Plan 1,Room_Type 1,35,2018,1,Online,78.3,Canceled
1,3,Meal Plan 1,Room_Type 1,0,2018,1,Corporate,65.0,Not Canceled
2,3,Meal Plan 2,Room_Type 4,30,2018,3,Online,140.6,Not Canceled
1,2,Meal Plan 1,Room_Type 1,7,2018,12,Corporate,65.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,229,2018,12,Online,110.7,Not Canceled
2,3,Meal Plan 1,Room_Type 1,117,2018,7,Offline,72.25,Not Canceled
2,4,Meal Plan 1,Room_Type 1,134,2017,12,Offline,65.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,105,2018,4,Online,62.86,Not Canceled
1,1,Meal Plan 1,Room_Type 1,3,2017,12,Online,62.37,Not Canceled
3,3,Meal Plan 1,Room_Type 1,58,2017,10,Online,92.75,Not Canceled
1,3,Meal Plan 1,Room_Type 1,5,2018,5,Corporate,98.32,Not Canceled
2,2,Meal Plan 2,Room_Type 1,30,2017,9,Offline,121.0,Not Canceled
2,3,Not Selected,Room_Type 1,34,2018,6,Online,98.1,Canceled
3,2,Meal Plan 1,Room_Type 1,62,2018,7,Online,121.5,Not Canceled
2,7,Meal Plan 1,Room_Type 4,186,2018,8,Online,112.2,Canceled
2,3,Meal Plan 1,Room_Type 4,27,2018,10,Online,144.9,Canceled
2,13,Not Selected,Room_Type 1,72,2018,11,Online,75.82,Canceled
2,2,Not Selected,Room_Type 1,165,2018,11,Online,80.1,Not Canceled
2,2,Meal Plan 2,Room_Type 1,275,2018,4,Offline,110.0,Canceled
1,2,Meal Plan 2,Room_Type 1,6,2017,12,Online,0.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,164,2017,10,Offline,100.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,125,2018,6,Offline,68.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,21,2017,9,Online,105.0,Not Canceled
2,3,Not Selected,Room_Type 1,164,2018,10,Online,108.0,Canceled
1,3,Not Selected,Room_Type 1,82,2018,11,Online,133.98,Not Canceled
2,2,Not Selected,Room_Type 1,88,2018,4,Online,76.5,Canceled
1,2,Meal Plan 1,Room_Type 1,5,2018,2,Online,70.84,Not Canceled
2,1,Meal Plan 1,Room_Type 4,52,2018,4,Online,127.8,Not Canceled
1,1,Meal Plan 1,Room_Type 1,8,2017,9,Corporate,65.0,Not Canceled
2,4,Not Selected,Room_Type 1,108,2018,10,Online,108.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,151,2018,1,Offline,80.0,Not Canceled
3,2,Meal Plan 1,Room_Type 1,31,2018,7,Online,161.1,Not Canceled
3,4,Meal Plan 1,Room_Type 4,92,2018,8,Online,150.3,Canceled
3,3,Meal Plan 1,Room_Type 4,184,2018,8,Online,137.7,Canceled
3,2,Meal Plan 1,Room_Type 7,22,2018,8,Online,199.82,Not Canceled
2,4,Meal Plan 1,Room_Type 1,105,2018,9,Online,129.6,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Offline,60.0,Canceled
1,3,Not Selected,Room_Type 1,63,2018,11,Online,73.8,Not Canceled
1,2,Meal Plan 1,Room_Type 1,1,2017,10,Offline,100.0,Not Canceled
1,3,Not Selected,Room_Type 1,42,2018,4,Online,116.1,Canceled
2,3,Not Selected,Room_Type 1,24,2018,5,Online,129.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,97,2017,10,Online,68.79,Not Canceled
2,4,Not Selected,Room_Type 1,161,2018,7,Online,87.13,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Offline,60.0,Canceled
2,2,Not Selected,Room_Type 1,12,2018,7,Online,114.0,Not Canceled
2,1,Not Selected,Room_Type 1,0,2018,9,Online,107.42,Not Canceled
2,1,Meal Plan 1,Room_Type 1,42,2018,1,Online,80.3,Not Canceled
2,3,Meal Plan 1,Room_Type 1,21,2018,11,Online,104.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,181,2018,10,Offline,120.0,Canceled
4,2,Meal Plan 1,Room_Type 6,76,2018,8,Online,207.9,Not Canceled
2,2,Meal Plan 1,Room_Type 4,55,2018,11,Online,102.6,Not Canceled
2,3,Meal Plan 2,Room_Type 1,85,2017,9,Offline,125.0,Not Canceled
3,1,Meal Plan 1,Room_Type 1,0,2018,7,Online,121.0,Not Canceled
4,1,Meal Plan 1,Room_Type 2,4,2017,12,Online,154.5,Not Canceled
2,4,Not Selected,Room_Type 1,22,2018,9,Online,119.0,Canceled
3,3,Meal Plan 1,Room_Type 4,117,2018,8,Online,155.7,Not Canceled
3,4,Meal Plan 1,Room_Type 1,171,2018,8,Online,114.75,Canceled
2,5,Meal Plan 1,Room_Type 2,131,2018,6,Online,83.83,Not Canceled
1,1,Meal Plan 1,Room_Type 1,8,2018,6,Corporate,40.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,1,2018,2,Online,130.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,314,2018,10,Offline,75.0,Canceled
2,3,Meal Plan 1,Room_Type 4,39,2018,1,Online,69.22,Not Canceled
2,3,Not Selected,Room_Type 1,141,2018,7,Online,94.5,Not Canceled
1,3,Meal Plan 1,Room_Type 4,0,2018,1,Complementary,0.0,Not Canceled
3,5,Meal Plan 1,Room_Type 1,146,2018,7,Online,116.45,Canceled
2,5,Meal Plan 1,Room_Type 1,70,2018,5,Offline,80.75,Canceled
1,2,Meal Plan 1,Room_Type 1,3,2018,7,Corporate,79.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,3,2017,10,Corporate,65.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,15,2018,2,Online,93.0,Not Canceled
2,4,Not Selected,Room_Type 1,10,2018,10,Online,134.5,Not Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Offline,115.0,Canceled
1,3,Meal Plan 1,Room_Type 1,71,2018,6,Offline,120.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,118,2018,8,Online,137.7,Not Canceled
4,5,Meal Plan 1,Room_Type 6,125,2018,12,Online,132.67,Canceled
2,6,Meal Plan 1,Room_Type 1,59,2017,7,Online,76.5,Canceled
1,1,Meal Plan 2,Room_Type 1,41,2017,9,Offline,83.0,Not Canceled
2,1,Not Selected,Room_Type 1,0,2018,6,Online,129.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,3,2018,2,Online,86.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,8,2017,12,Corporate,84.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,11,2018,10,Online,155.0,Canceled
2,3,Meal Plan 1,Room_Type 1,36,2018,7,Online,135.9,Not Canceled
2,2,Meal Plan 1,Room_Type 4,81,2018,8,Online,131.4,Canceled
1,2,Meal Plan 2,Room_Type 1,273,2017,7,Offline,87.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,27,2018,8,Online,151.0,Canceled
2,3,Meal Plan 1,Room_Type 4,96,2018,9,Offline,90.95,Not Canceled
2,1,Meal Plan 1,Room_Type 1,1,2017,8,Online,124.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2017,9,Online,200.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,138,2018,7,Online,71.67,Not Canceled
1,4,Meal Plan 1,Room_Type 1,64,2018,3,Online,93.5,Not Canceled
2,5,Meal Plan 1,Room_Type 1,41,2018,11,Offline,112.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,55,2018,9,Online,168.3,Canceled
2,7,Meal Plan 1,Room_Type 1,159,2018,7,Online,82.19,Not Canceled
2,5,Meal Plan 1,Room_Type 4,76,2018,6,Online,145.8,Canceled
2,1,Meal Plan 1,Room_Type 1,4,2018,5,Online,141.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,30,2017,10,Online,102.0,Not Canceled
2,1,Meal Plan 2,Room_Type 1,55,2018,4,Offline,104.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,28,2018,1,Online,76.69,Not Canceled
2,3,Meal Plan 1,Room_Type 1,31,2017,9,Online,134.1,Not Canceled
2,5,Meal Plan 1,Room_Type 4,119,2018,10,Online,129.96,Not Canceled
3,4,Meal Plan 1,Room_Type 1,118,2018,6,Online,121.55,Not Canceled
2,5,Meal Plan 1,Room_Type 1,115,2018,8,Online,110.7,Not Canceled
2,5,Meal Plan 1,Room_Type 4,72,2018,7,Online,122.4,Not Canceled
2,4,Meal Plan 2,Room_Type 1,296,2018,9,Offline,117.0,Canceled
2,4,Meal Plan 1,Room_Type 1,75,2018,3,Offline,80.0,Canceled
2,2,Not Selected,Room_Type 1,9,2018,3,Online,89.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,135,2018,11,Online,90.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,83,2018,8,Online,159.3,Not Canceled
1,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,95.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,164,2017,10,Offline,100.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,7,2018,12,Online,125.8,Not Canceled
2,1,Meal Plan 1,Room_Type 1,105,2018,4,Offline,75.0,Canceled
2,4,Meal Plan 1,Room_Type 1,46,2017,10,Online,94.5,Not Canceled
3,2,Meal Plan 1,Room_Type 1,269,2018,12,Online,105.3,Not Canceled
2,2,Not Selected,Room_Type 1,26,2018,10,Online,119.0,Canceled
1,8,Meal Plan 1,Room_Type 1,20,2018,2,Online,86.0,Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,42,2018,3,Online,80.76,Canceled
2,2,Meal Plan 1,Room_Type 1,310,2018,10,Online,96.3,Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
2,3,Not Selected,Room_Type 1,26,2018,10,Online,142.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,129,2018,5,Online,99.45,Not Canceled
2,2,Meal Plan 1,Room_Type 1,29,2018,10,Online,139.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,0,2018,5,Aviation,95.0,Not Canceled
2,5,Not Selected,Room_Type 1,117,2018,6,Online,105.26,Not Canceled
2,2,Meal Plan 1,Room_Type 2,54,2018,5,Online,118.6,Not Canceled
3,2,Meal Plan 1,Room_Type 1,19,2018,7,Online,169.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,235,2018,9,Online,103.06,Canceled
2,9,Meal Plan 1,Room_Type 1,110,2018,5,Offline,85.75,Not Canceled
2,1,Meal Plan 1,Room_Type 5,0,2017,11,Complementary,0.0,Not Canceled
2,3,Not Selected,Room_Type 1,10,2017,9,Online,102.33,Not Canceled
2,3,Meal Plan 1,Room_Type 1,314,2018,10,Offline,75.0,Canceled
2,2,Meal Plan 1,Room_Type 1,30,2018,6,Offline,140.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,16,2018,5,Online,100.73,Not Canceled
2,1,Meal Plan 1,Room_Type 1,26,2018,6,Offline,120.0,Not Canceled
2,3,Not Selected,Room_Type 1,9,2018,2,Online,79.0,Canceled
2,3,Meal Plan 1,Room_Type 1,267,2018,9,Offline,95.0,Canceled
2,3,Meal Plan 1,Room_Type 1,206,2017,10,Online,59.07,Canceled
2,6,Meal Plan 1,Room_Type 1,123,2018,6,Online,116.59,Not Canceled
1,1,Meal Plan 1,Room_Type 1,3,2018,4,Online,95.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,85,2018,10,Offline,85.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,25,2018,12,Online,89.89,Not Canceled
1,7,Meal Plan 1,Room_Type 1,86,2018,3,Online,68.85,Not Canceled
2,5,Meal Plan 1,Room_Type 4,112,2018,11,Online,100.05,Not Canceled
1,3,Meal Plan 1,Room_Type 1,116,2018,2,Offline,61.0,Canceled
3,7,Meal Plan 1,Room_Type 1,132,2018,7,Offline,96.9,Not Canceled
2,3,Meal Plan 1,Room_Type 4,3,2018,8,Online,163.67,Canceled
2,2,Not Selected,Room_Type 1,150,2018,7,Online,94.5,Not Canceled
1,3,Meal Plan 1,Room_Type 1,14,2018,11,Offline,75.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,18,2018,4,Online,112.33,Canceled
1,1,Meal Plan 1,Room_Type 4,3,2018,11,Aviation,95.0,Canceled
2,4,Meal Plan 1,Room_Type 1,170,2018,8,Online,99.45,Canceled
3,3,Meal Plan 1,Room_Type 1,109,2018,12,Offline,92.65,Not Canceled
2,7,Meal Plan 1,Room_Type 4,123,2018,10,Online,120.34,Not Canceled
2,3,Meal Plan 1,Room_Type 1,24,2017,9,Online,105.0,Not Canceled
1,5,Meal Plan 1,Room_Type 1,359,2018,10,Offline,70.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,1,Corporate,65.0,Not Canceled
2,7,Meal Plan 1,Room_Type 1,0,2018,12,Online,90.1,Not Canceled
2,7,Meal Plan 1,Room_Type 4,78,2018,9,Online,149.4,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,2,Online,85.0,Not Canceled
2,3,Meal Plan 2,Room_Type 1,103,2017,7,Offline,94.5,Canceled
3,3,Meal Plan 1,Room_Type 1,79,2018,4,Online,128.7,Not Canceled
1,2,Meal Plan 1,Room_Type 1,103,2018,4,Offline,115.0,Canceled
2,4,Meal Plan 1,Room_Type 4,21,2017,10,Offline,75.0,Not Canceled
2,1,Not Selected,Room_Type 1,10,2018,8,Online,139.0,Canceled
1,2,Meal Plan 1,Room_Type 1,192,2018,6,Offline,95.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2017,9,Online,124.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,87,2017,8,Online,76.5,Canceled
2,4,Meal Plan 1,Room_Type 4,69,2018,5,Online,102.1,Not Canceled
2,1,Not Selected,Room_Type 1,0,2018,6,Online,109.0,Not Canceled
1,2,Meal Plan 1,Room_Type 4,0,2017,10,Online,155.0,Not Canceled
4,2,Meal Plan 2,Room_Type 6,32,2018,12,Online,231.0,Canceled
1,5,Meal Plan 1,Room_Type 1,115,2018,2,Offline,76.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,322,2018,5,Offline,80.0,Canceled
2,4,Not Selected,Room_Type 1,240,2018,10,Online,80.75,Canceled
1,1,Meal Plan 1,Room_Type 1,3,2018,2,Online,67.22,Not Canceled
2,1,Not Selected,Room_Type 1,63,2018,8,Offline,63.75,Not Canceled
2,3,Not Selected,Room_Type 4,0,2017,9,Online,121.33,Not Canceled
1,2,Not Selected,Room_Type 1,96,2018,10,Online,108.0,Canceled
2,4,Meal Plan 1,Room_Type 1,10,2018,2,Online,93.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,0,2018,10,Online,150.0,Not Canceled
4,2,Meal Plan 1,Room_Type 7,11,2017,12,Complementary,0.0,Not Canceled
2,5,Meal Plan 1,Room_Type 4,41,2018,3,Offline,73.8,Not Canceled
2,2,Meal Plan 1,Room_Type 1,28,2018,9,Online,159.0,Not Canceled
1,2,Meal Plan 1,Room_Type 5,5,2018,3,Corporate,106.0,Not Canceled
2,4,Not Selected,Room_Type 1,152,2017,9,Online,84.52,Canceled
2,3,Meal Plan 1,Room_Type 4,53,2018,4,Online,137.7,Not Canceled
1,1,Meal Plan 1,Room_Type 1,4,2017,11,Corporate,65.0,Not Canceled
3,7,Meal Plan 1,Room_Type 1,1,2018,12,Offline,86.43,Not Canceled
2,1,Meal Plan 1,Room_Type 1,37,2017,9,Online,103.5,Not Canceled
2,1,Meal Plan 1,Room_Type 1,64,2018,9,Offline,85.0,Not Canceled
1,2,Not Selected,Room_Type 1,19,2018,9,Online,118.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,83,2018,12,Online,102.6,Not Canceled
2,3,Meal Plan 1,Room_Type 1,304,2018,11,Offline,89.0,Canceled
2,2,Meal Plan 2,Room_Type 4,80,2017,10,Offline,136.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Offline,115.0,Canceled
2,3,Not Selected,Room_Type 1,30,2018,11,Online,73.37,Not Canceled
1,4,Meal Plan 1,Room_Type 1,215,2018,5,Online,100.8,Canceled
2,3,Meal Plan 1,Room_Type 1,31,2018,6,Online,77.47,Not Canceled
2,2,Not Selected,Room_Type 1,4,2018,9,Online,160.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,6,2018,11,Complementary,0.0,Not Canceled
3,5,Meal Plan 1,Room_Type 4,66,2017,11,Offline,90.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,224,2018,12,Online,82.11,Canceled
1,4,Meal Plan 2,Room_Type 1,166,2018,7,Offline,85.01,Canceled
2,3,Meal Plan 1,Room_Type 1,25,2017,10,Offline,75.0,Not Canceled
2,6,Meal Plan 2,Room_Type 4,100,2018,5,Online,164.9,Not Canceled
1,7,Meal Plan 1,Room_Type 4,5,2018,10,Aviation,110.0,Not Canceled
3,2,Meal Plan 1,Room_Type 1,179,2018,8,Online,111.6,Canceled
2,0,Meal Plan 1,Room_Type 2,166,2018,4,Online,0.0,Not Canceled
1,6,Not Selected,Room_Type 1,37,2018,3,Online,107.1,Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Offline,60.0,Canceled
2,4,Not Selected,Room_Type 1,156,2018,7,Online,100.63,Canceled
2,4,Meal Plan 2,Room_Type 4,28,2018,10,Online,205.0,Canceled
3,2,Meal Plan 1,Room_Type 1,11,2018,5,Online,159.0,Canceled
2,4,Meal Plan 1,Room_Type 1,56,2017,9,Offline,185.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,86,2017,9,Offline,87.5,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2017,8,Online,90.0,Not Canceled
2,6,Meal Plan 1,Room_Type 4,60,2018,9,Online,132.45,Canceled
2,2,Meal Plan 1,Room_Type 1,122,2018,4,Offline,85.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,54,2018,3,Online,99.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,8,2018,3,Online,144.33,Canceled
2,4,Meal Plan 1,Room_Type 6,22,2018,4,Online,156.7,Not Canceled
2,1,Meal Plan 1,Room_Type 1,1,2018,4,Online,111.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,72,2018,4,Online,105.3,Not Canceled
2,2,Meal Plan 1,Room_Type 4,36,2018,11,Online,149.0,Not Canceled
2,2,Not Selected,Room_Type 1,220,2018,8,Online,99.0,Not Canceled
3,7,Meal Plan 1,Room_Type 4,186,2018,8,Online,112.2,Canceled
1,3,Meal Plan 1,Room_Type 1,71,2018,6,Offline,120.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,50,2018,3,Online,85.85,Not Canceled
2,4,Not Selected,Room_Type 1,30,2018,11,Online,74.8,Not Canceled
1,2,Meal Plan 1,Room_Type 1,0,2018,2,Corporate,65.0,Not Canceled
2,3,Meal Plan 2,Room_Type 2,161,2018,3,Offline,130.0,Canceled
3,3,Meal Plan 1,Room_Type 1,28,2018,4,Online,115.03,Canceled
2,1,Meal Plan 1,Room_Type 1,142,2018,7,Online,96.3,Not Canceled
2,4,Meal Plan 1,Room_Type 1,60,2017,10,Offline,65.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,21,2017,10,Online,151.33,Not Canceled
2,2,Meal Plan 1,Room_Type 1,3,2018,12,Offline,89.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,19,2017,12,Online,69.0,Not Canceled
3,7,Meal Plan 1,Room_Type 1,75,2018,7,Online,123.3,Canceled
2,5,Meal Plan 1,Room_Type 1,252,2018,12,Online,81.43,Not Canceled
2,6,Meal Plan 1,Room_Type 4,54,2018,10,Online,111.0,Canceled
3,1,Meal Plan 1,Room_Type 1,1,2018,2,Online,109.0,Not Canceled
2,1,Meal Plan 1,Room_Type 2,5,2017,12,Online,77.25,Not Canceled
2,2,Meal Plan 1,Room_Type 4,7,2018,4,Online,116.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,139,2018,7,Online,77.03,Not Canceled
2,3,Meal Plan 1,Room_Type 1,1,2018,1,Online,74.93,Not Canceled
2,4,Meal Plan 1,Room_Type 1,31,2018,11,Online,88.4,Not Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
3,5,Meal Plan 2,Room_Type 1,21,2018,8,Online,194.8,Not Canceled
2,4,Meal Plan 1,Room_Type 4,58,2018,9,Offline,90.95,Not Canceled
3,1,Meal Plan 1,Room_Type 7,121,2018,8,Complementary,0.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,185,2018,12,Online,103.5,Not Canceled
1,1,Not Selected,Room_Type 5,6,2018,11,Online,120.0,Not Canceled
2,6,Meal Plan 1,Room_Type 1,195,2017,9,Online,89.25,Not Canceled
1,2,Meal Plan 1,Room_Type 1,24,2018,8,Corporate,67.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,275,2018,6,Offline,62.8,Canceled
2,3,Meal Plan 1,Room_Type 1,202,2018,5,Offline,90.0,Canceled
2,3,Meal Plan 2,Room_Type 1,150,2018,6,Offline,90.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,323,2018,5,Offline,70.0,Canceled
2,3,Meal Plan 1,Room_Type 1,4,2018,1,Offline,66.0,Not Canceled
1,7,Meal Plan 1,Room_Type 1,13,2017,12,Offline,40.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,81,2018,8,Online,117.9,Not Canceled
3,2,Meal Plan 2,Room_Type 1,2,2018,1,Online,162.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,215,2018,8,Online,96.3,Not Canceled
1,2,Meal Plan 1,Room_Type 1,6,2017,10,Online,120.0,Not Canceled
2,4,Not Selected,Room_Type 1,12,2017,9,Online,178.5,Not Canceled
2,3,Meal Plan 1,Room_Type 4,0,2017,9,Offline,75.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,89,2018,3,Offline,63.58,Not Canceled
2,3,Meal Plan 1,Room_Type 1,233,2018,10,Offline,90.0,Canceled
2,2,Not Selected,Room_Type 1,2,2017,9,Online,133.0,Not Canceled
1,3,Not Selected,Room_Type 1,17,2018,11,Online,78.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,27,2017,9,Offline,108.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,233,2018,10,Offline,90.0,Canceled
2,5,Meal Plan 1,Room_Type 1,38,2017,12,Online,119.0,Not Canceled
2,6,Meal Plan 1,Room_Type 1,30,2017,9,Online,105.75,Not Canceled
3,2,Meal Plan 1,Room_Type 1,1,2018,7,Online,169.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,44,2018,8,Offline,85.5,Not Canceled
3,2,Meal Plan 1,Room_Type 1,120,2018,9,Online,152.1,Canceled
1,1,Meal Plan 1,Room_Type 4,4,2018,10,Aviation,110.0,Canceled
1,2,Meal Plan 1,Room_Type 1,35,2017,10,Online,65.83,Not Canceled
2,3,Meal Plan 1,Room_Type 1,18,2017,9,Online,76.81,Not Canceled
2,3,Meal Plan 1,Room_Type 4,7,2018,10,Online,205.0,Not Canceled
2,4,Not Selected,Room_Type 1,152,2018,7,Online,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,86,2018,5,Offline,65.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,107,2018,6,Offline,130.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2017,9,Corporate,90.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,236,2018,10,Offline,97.6,Canceled
2,3,Meal Plan 1,Room_Type 4,80,2018,4,Online,130.2,Not Canceled
2,3,Meal Plan 1,Room_Type 1,273,2018,5,Offline,95.0,Canceled
1,1,Meal Plan 1,Room_Type 1,6,2018,8,Online,164.0,Not Canceled
2,1,Not Selected,Room_Type 1,4,2018,8,Online,119.0,Not Canceled
1,1,Not Selected,Room_Type 1,7,2018,5,Online,129.0,Canceled
2,10,Meal Plan 1,Room_Type 4,82,2018,9,Offline,90.95,Not Canceled
2,1,Not Selected,Room_Type 1,39,2018,8,Online,145.1,Not Canceled
4,1,Meal Plan 1,Room_Type 6,58,2018,4,Online,186.3,Not Canceled
2,3,Meal Plan 1,Room_Type 2,7,2017,12,Online,83.58,Not Canceled
2,2,Not Selected,Room_Type 1,69,2018,10,Online,80.1,Canceled
3,1,Meal Plan 1,Room_Type 4,105,2018,7,Online,137.7,Canceled
3,6,Meal Plan 1,Room_Type 1,105,2018,7,Online,15.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,103,2018,4,Offline,115.0,Canceled
2,6,Not Selected,Room_Type 1,20,2018,7,Online,139.0,Canceled
3,4,Meal Plan 1,Room_Type 4,61,2018,8,Online,130.5,Not Canceled
2,3,Meal Plan 2,Room_Type 1,103,2017,7,Offline,94.5,Canceled
2,1,Meal Plan 1,Room_Type 1,101,2018,5,Online,126.9,Not Canceled
1,1,Meal Plan 1,Room_Type 1,28,2017,10,Offline,130.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,101,2018,10,Offline,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,89,2018,12,Offline,75.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,4,2018,7,Online,177.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,127,2018,6,Online,152.4,Not Canceled
3,2,Not Selected,Room_Type 1,36,2017,12,Online,55.09,Not Canceled
2,3,Meal Plan 1,Room_Type 1,86,2017,12,Online,81.86,Not Canceled
1,3,Not Selected,Room_Type 1,64,2018,3,Online,48.51,Not Canceled
2,4,Meal Plan 1,Room_Type 1,188,2018,7,Online,90.95,Not Canceled
2,1,Not Selected,Room_Type 1,2,2018,9,Online,135.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Offline,115.0,Canceled
